customer_id,transaction_date,transaction_amount,discount_amount,transaction_quantity,transaction_duration,transaction_type
C0027,2024-03-02,439.98,64.34,8,7.33,refund
C0041,2024-03-02,786.22,146.83,5,14.15,purchase
C0063,2024-03-02,603.64,154.99,9,56.27,refund
C0066,2024-03-02,755.77,13.65,5,37.9,refund
C0065,2024-03-02,206.92,5.27,4,22.97,refund
C0005,2024-03-02,994.8,170.47,2,9.71,subscription
C0008,2024-03-02,447.65,111.75,6,25.74,refund
C0096,2024-03-02,328.37,56.18,4,24.4,subscription
C0024,2024-03-02,312.2,91.35,9,10.21,purchase
C0023,2024-03-02,983.41,114.34,5,44.81,subscription
C0028,2024-03-02,348.23,13.98,7,50.03,refund
C0043,2024-03-02,753.68,119.47,7,27.32,subscription
C0063,2024-03-02,227.33,55.7,5,15.63,purchase
C0094,2024-03-02,421.49,20.68,9,43.14,purchase
C0096,2024-03-02,850.59,220.38,1,20.99,purchase
C0024,2024-03-02,451.5,2.71,6,42.06,purchase
C0013,2024-03-02,182.22,2.53,2,55.19,refund
C0087,2024-03-02,722.22,89.6,4,54.92,refund
C0066,2024-03-02,502.27,6.09,8,14.98,refund
C0015,2024-03-02,749.84,11.93,9,19.3,refund
C0038,2024-03-02,968.73,157.09,9,55.58,subscription
C0074,2024-03-02,998.95,208.26,6,23.64,subscription
C0044,2024-03-02,487.18,131.45,5,42.72,subscription
C0030,2024-03-02,951.43,6.34,8,47.97,refund
C0020,2024-03-02,723.18,139.66,2,26.12,purchase
C0030,2024-03-02,937.68,95.91,7,22.41,purchase
C0022,2024-03-02,969.18,138.97,9,54.27,refund
C0028,2024-03-02,657.54,69.88,6,50.51,refund
C0052,2024-03-02,837.62,174.89,5,8.2,refund
C0095,2024-03-02,734.15,76.49,4,37.67,refund
C0075,2024-03-03,842.48,12.67,3,25.35,subscription
C0085,2024-03-03,273.39,73.02,6,58.74,purchase
C0021,2024-03-03,724.6,17.89,9,52.17,refund
C0097,2024-03-03,214.23,25.89,3,52.39,purchase
C0008,2024-03-03,931.03,100.22,8,39.8,subscription
C0017,2024-03-03,263.84,73.65,5,26.43,purchase
C0042,2024-03-03,976.42,287.72,1,35.26,refund
C0046,2024-03-03,594.25,35.14,3,59.77,subscription
C0048,2024-03-03,271.36,33.8,3,50.34,purchase
C0046,2024-03-03,351.59,51.68,4,26.92,purchase
C0078,2024-03-03,656.8,125.3,6,44.51,purchase
C0080,2024-03-03,290.71,62.53,1,9.48,refund
C0021,2024-03-03,987.38,62.29,4,8.88,subscription
C0012,2024-03-03,346.89,53.51,6,12.93,subscription
C0053,2024-03-03,212.86,14.87,3,16.83,purchase
C0084,2024-03-03,274.95,0.51,3,36.82,subscription
C0078,2024-03-03,263.6,62.93,1,39.4,refund
C0056,2024-03-03,528.67,91.79,7,53.89,subscription
C0049,2024-03-03,199.04,0.94,6,10.18,refund
C0040,2024-03-03,303.1,26.16,9,52.38,subscription
C0020,2024-03-03,624.42,9.56,6,42.49,subscription
C0043,2024-03-03,527.22,74.32,9,13.85,purchase
C0063,2024-03-03,642.28,98.24,4,19.3,refund
C0092,2024-03-03,73.49,21.56,7,40.48,purchase
C0005,2024-03-03,44.08,9.57,6,54.45,subscription
C0022,2024-03-03,252.08,69.77,2,28.96,refund
C0018,2024-03-03,317.94,76.09,3,17.94,refund
C0061,2024-03-03,373.72,18.22,5,49.85,purchase
C0073,2024-03-03,889.58,27.69,4,8.95,purchase
C0077,2024-03-03,713.42,185.71,4,11.53,subscription
C0055,2024-03-03,440.87,112.29,9,36.94,refund
C0038,2024-03-03,630.23,174.17,5,49.17,refund
C0088,2024-03-03,945.28,132.55,2,14.19,purchase
C0053,2024-03-03,124.25,15.16,1,9.66,subscription
C0078,2024-03-03,284.99,28.2,7,54.45,subscription
C0068,2024-03-03,187.03,39.86,5,48.19,subscription
C0055,2024-03-03,439.19,98.03,5,15.14,subscription
C0001,2024-03-03,977.4,119.31,9,9.98,purchase
C0067,2024-03-03,686.15,79.16,5,23.83,subscription
C0029,2024-03-03,820.23,134.99,5,24.11,purchase
C0021,2024-03-03,560.57,29.14,9,36.75,purchase
C0025,2024-03-03,96.47,3.35,8,33.02,refund
C0081,2024-03-03,852.61,87.85,4,28.78,refund
C0029,2024-03-03,223.26,36.01,4,22.8,refund
C0063,2024-03-03,502.28,51.2,5,14.06,refund
C0016,2024-03-03,364.58,17.76,8,7.28,purchase
C0079,2024-03-03,935.92,102.48,4,35.99,purchase
C0014,2024-03-03,408.41,23.03,7,51.03,refund
C0062,2024-03-03,723.18,110.89,1,30.35,refund
C0001,2024-03-03,278.75,61.15,1,44.5,refund
C0039,2024-03-04,966.17,283.9,2,18.11,refund
C0054,2024-03-04,586.12,139.92,4,29.96,purchase
C0100,2024-03-04,109.43,31.02,1,21.05,subscription
C0078,2024-03-04,794.71,150.07,8,6.49,subscription
C0088,2024-03-04,831.82,169.58,6,54.84,refund
C0045,2024-03-04,361.25,62.82,7,55.61,refund
C0016,2024-03-04,515.46,28.08,7,36.84,refund
C0021,2024-03-04,100.41,27.51,7,40.26,refund
C0085,2024-03-04,924.2,80.38,1,41.1,purchase
C0051,2024-03-04,471.31,76.75,2,15.7,refund
C0024,2024-03-04,676.62,15.01,1,14.42,purchase
C0062,2024-03-04,48.73,13.83,6,56.83,refund
C0063,2024-03-04,744.48,122.6,5,23.45,purchase
C0072,2024-03-04,353.08,94.02,5,24.85,refund
C0015,2024-03-04,707.27,85.75,1,22.37,refund
C0064,2024-03-04,89.39,10.36,7,15.19,subscription
C0027,2024-03-04,812.16,100.83,8,43.78,subscription
C0014,2024-03-04,668.68,156.16,2,58.99,refund
C0069,2024-03-04,227.68,45.48,4,57.66,refund
C0017,2024-03-04,487.64,87.51,6,13.72,subscription
C0081,2024-03-04,306.46,24.72,2,42.41,subscription
C0010,2024-03-04,606.86,119.11,6,43.32,subscription
C0095,2024-03-04,460.67,1.61,2,42.43,subscription
C0020,2024-03-04,793.7,179.93,6,34.06,subscription
C0007,2024-03-04,801.69,177.85,8,23.35,purchase
C0038,2024-03-04,812.91,209.48,4,50.28,refund
C0019,2024-03-04,493.84,85.8,5,21.74,subscription
C0035,2024-03-04,358.93,30.58,6,9.31,purchase
C0015,2024-03-04,609.72,66.69,4,36.91,subscription
C0057,2024-03-04,781.0,1.28,1,28.21,purchase
C0051,2024-03-04,631.26,0.72,6,20.98,subscription
C0061,2024-03-04,571.5,48.66,5,21.35,refund
C0018,2024-03-04,19.95,1.17,8,19.77,refund
C0081,2024-03-04,312.29,24.2,2,31.23,subscription
C0070,2024-03-04,472.1,121.79,7,14.38,purchase
C0091,2024-03-04,153.45,4.8,7,50.14,refund
C0096,2024-03-04,52.02,4.06,9,15.9,purchase
C0099,2024-03-04,224.83,52.61,1,11.45,subscription
C0056,2024-03-05,359.6,47.54,3,32.37,subscription
C0088,2024-03-05,671.04,124.33,5,56.7,subscription
C0016,2024-03-05,462.03,85.97,5,44.11,refund
C0047,2024-03-05,867.92,188.17,7,56.48,refund
C0049,2024-03-05,335.19,67.37,1,43.23,purchase
C0075,2024-03-05,946.8,208.3,2,18.67,purchase
C0030,2024-03-05,14.44,2.17,5,13.55,purchase
C0040,2024-03-05,28.98,3.76,5,6.84,refund
C0034,2024-03-05,325.07,97.47,8,10.06,purchase
C0002,2024-03-05,807.92,231.57,1,14.71,purchase
C0029,2024-03-05,477.64,50.64,7,22.3,purchase
C0065,2024-03-05,481.3,99.52,9,45.89,subscription
C0082,2024-03-05,273.88,28.34,1,53.55,refund
C0036,2024-03-05,330.27,82.66,5,15.94,refund
C0086,2024-03-05,620.41,44.97,7,6.41,purchase
C0081,2024-03-05,212.05,7.58,5,58.04,subscription
C0089,2024-03-05,236.68,64.87,2,44.96,purchase
C0039,2024-03-05,624.92,76.14,2,33.73,purchase
C0045,2024-03-05,789.11,13.35,3,44.66,purchase
C0057,2024-03-05,845.22,66.21,8,5.68,purchase
C0039,2024-03-05,674.74,51.1,5,10.33,subscription
C0093,2024-03-05,877.98,117.35,1,17.39,purchase
C0029,2024-03-05,114.21,5.73,2,31.71,subscription
C0066,2024-03-05,894.44,12.95,8,37.21,refund
C0023,2024-03-05,774.89,47.59,9,8.03,refund
C0034,2024-03-05,528.6,93.87,4,10.58,purchase
C0065,2024-03-05,512.71,76.27,2,23.28,subscription
C0077,2024-03-05,743.85,205.8,3,43.86,subscription
C0024,2024-03-05,923.82,0.56,3,28.96,purchase
C0009,2024-03-05,156.36,39.88,6,6.56,subscription
C0047,2024-03-05,398.93,30.31,5,13.57,purchase
C0095,2024-03-05,222.75,7.78,1,36.67,refund
C0030,2024-03-05,921.42,25.88,8,43.68,purchase
C0043,2024-03-05,305.56,84.68,3,6.42,subscription
C0092,2024-03-05,17.83,3.04,6,6.67,purchase
C0042,2024-03-05,711.4,36.73,1,56.31,purchase
C0089,2024-03-05,508.88,71.24,2,34.46,refund
C0100,2024-03-05,220.25,5.16,6,48.54,subscription
C0049,2024-03-05,67.69,18.71,1,35.62,refund
C0068,2024-03-05,242.34,1.46,3,39.04,purchase
C0043,2024-03-06,591.82,19.95,2,39.53,purchase
C0090,2024-03-06,229.78,23.64,4,36.38,subscription
C0081,2024-03-06,696.61,153.75,4,37.38,refund
C0044,2024-03-06,971.14,37.77,6,33.56,purchase
C0029,2024-03-06,692.79,99.56,8,30.73,purchase
C0056,2024-03-06,390.13,38.72,8,15.08,purchase
C0095,2024-03-06,659.03,36.63,2,38.86,refund
C0032,2024-03-06,240.58,37.2,5,40.42,refund
C0090,2024-03-06,61.1,0.29,3,56.16,subscription
C0046,2024-03-06,943.52,196.29,3,52.98,refund
C0092,2024-03-06,136.14,36.45,7,59.79,purchase
C0042,2024-03-06,807.53,191.71,7,15.55,purchase
C0049,2024-03-06,620.14,31.68,9,5.33,subscription
C0030,2024-03-06,668.73,47.98,4,29.84,purchase
C0075,2024-03-06,601.75,143.15,7,20.23,subscription
C0074,2024-03-06,274.73,1.25,3,25.53,refund
C0091,2024-03-06,98.33,22.6,3,23.49,refund
C0054,2024-03-06,806.31,21.61,5,36.44,refund
C0035,2024-03-06,399.69,41.17,9,56.12,purchase
C0012,2024-03-06,803.75,16.12,3,45.71,subscription
C0025,2024-03-06,871.03,158.99,9,48.37,purchase
C0036,2024-03-06,922.09,161.33,8,10.22,purchase
C0038,2024-03-06,928.93,173.69,9,59.56,purchase
C0004,2024-03-06,11.01,1.92,9,19.38,subscription
C0026,2024-03-06,361.85,89.07,6,46.55,subscription
C0099,2024-03-06,792.11,89.28,1,24.89,purchase
C0044,2024-03-06,938.7,218.26,2,38.51,subscription
C0041,2024-03-06,408.31,41.05,3,58.83,purchase
C0100,2024-03-06,754.45,26.15,2,55.3,purchase
C0083,2024-03-06,866.14,180.5,3,38.92,refund
C0028,2024-03-06,167.29,14.34,8,34.73,subscription
C0058,2024-03-06,716.33,0.77,3,17.96,purchase
C0027,2024-03-06,106.93,15.36,4,6.59,refund
C0059,2024-03-06,276.53,52.3,7,43.32,subscription
C0090,2024-03-06,555.53,92.43,3,46.43,refund
C0071,2024-03-06,475.71,2.86,1,19.97,subscription
C0048,2024-03-06,938.26,191.32,6,13.88,refund
C0062,2024-03-06,62.81,4.48,5,30.3,subscription
C0057,2024-03-06,347.06,11.73,6,13.2,subscription
C0041,2024-03-06,943.45,128.1,3,54.88,subscription
C0089,2024-03-07,959.85,42.44,5,23.56,purchase
C0001,2024-03-07,60.14,14.7,7,24.56,refund
C0089,2024-03-07,454.61,92.97,3,46.65,subscription
C0031,2024-03-07,732.7,78.64,7,9.09,refund
C0098,2024-03-07,204.73,35.12,1,42.43,subscription
C0013,2024-03-07,398.53,90.18,3,8.17,subscription
C0079,2024-03-07,359.8,7.68,3,23.66,refund
C0073,2024-03-07,471.7,75.09,9,6.52,subscription
C0091,2024-03-07,772.39,1.23,3,45.56,subscription
C0097,2024-03-07,776.09,205.04,8,38.49,refund
C0094,2024-03-07,652.33,93.85,4,34.54,purchase
C0042,2024-03-07,282.67,4.15,4,27.49,refund
C0097,2024-03-07,887.19,53.06,7,54.54,subscription
C0035,2024-03-07,27.87,7.12,6,15.09,subscription
C0044,2024-03-07,938.46,88.41,4,20.2,refund
C0061,2024-03-07,651.77,33.71,3,38.72,subscription
C0067,2024-03-07,996.26,141.83,8,28.76,refund
C0038,2024-03-07,153.07,6.15,2,28.16,refund
C0061,2024-03-07,809.99,77.94,7,46.5,refund
C0050,2024-03-07,383.12,24.07,9,25.76,purchase
C0047,2024-03-07,572.9,133.14,4,43.55,purchase
C0013,2024-03-07,833.19,157.38,6,43.34,refund
C0018,2024-03-07,367.2,91.03,5,33.8,subscription
C0083,2024-03-07,713.75,43.64,5,58.28,subscription
C0043,2024-03-07,620.68,76.61,8,33.59,subscription
C0026,2024-03-07,189.09,25.97,5,45.52,purchase
C0025,2024-03-07,922.79,202.79,4,47.16,refund
C0047,2024-03-07,417.71,101.36,9,25.15,subscription
C0017,2024-03-07,562.54,16.43,6,51.48,subscription
C0002,2024-03-07,134.16,38.94,1,17.08,purchase
C0024,2024-03-07,929.69,84.59,8,17.75,subscription
C0083,2024-03-07,18.3,3.01,4,35.11,purchase
C0048,2024-03-07,723.84,91.55,8,10.97,subscription
C0014,2024-03-07,53.41,5.23,7,35.64,purchase
C0081,2024-03-07,688.19,138.64,9,43.04,subscription
C0027,2024-03-07,297.45,24.16,7,40.3,subscription
C0057,2024-03-07,446.34,113.03,7,31.81,refund
C0086,2024-03-07,69.47,6.78,3,44.05,subscription
C0007,2024-03-07,891.41,200.9,4,5.24,subscription
C0069,2024-03-07,948.18,104.87,6,58.93,subscription
C0028,2024-03-07,517.38,102.0,6,27.46,purchase
C0096,2024-03-07,982.06,206.81,2,28.7,subscription
C0081,2024-03-07,458.47,83.3,7,14.38,refund
C0027,2024-03-07,429.17,25.16,2,19.52,refund
C0089,2024-03-07,260.8,21.93,1,40.38,subscription
C0094,2024-03-07,636.11,102.9,7,56.32,refund
C0082,2024-03-07,526.88,144.46,1,21.38,subscription
C0023,2024-03-07,904.92,44.75,1,40.3,purchase
C0049,2024-03-07,341.42,51.99,7,42.13,subscription
C0081,2024-03-07,526.99,103.26,5,56.16,refund
C0070,2024-03-07,143.5,11.03,2,25.4,subscription
C0083,2024-03-08,366.68,32.5,8,55.37,purchase
C0033,2024-03-08,356.91,97.75,4,57.98,refund
C0064,2024-03-08,536.82,128.76,2,40.48,subscription
C0009,2024-03-08,118.1,6.31,5,57.61,purchase
C0017,2024-03-08,809.42,32.84,2,36.34,subscription
C0090,2024-03-08,148.64,29.91,2,29.11,subscription
C0052,2024-03-08,125.92,9.73,6,50.81,refund
C0001,2024-03-08,307.39,40.02,6,18.28,refund
C0037,2024-03-08,791.43,107.74,3,24.37,subscription
C0063,2024-03-08,934.11,98.66,9,16.52,subscription
C0024,2024-03-08,470.95,74.34,9,21.24,refund
C0068,2024-03-08,77.1,0.71,9,47.7,subscription
C0094,2024-03-08,484.36,129.77,8,53.12,purchase
C0085,2024-03-08,560.76,4.9,4,28.06,refund
C0090,2024-03-08,247.31,27.64,4,37.22,refund
C0006,2024-03-08,673.1,189.48,1,23.01,purchase
C0021,2024-03-08,371.52,56.95,9,21.19,refund
C0045,2024-03-08,270.62,5.75,2,33.3,refund
C0093,2024-03-08,719.61,197.23,2,43.87,purchase
C0087,2024-03-08,287.66,63.09,3,14.44,purchase
C0026,2024-03-08,242.1,53.14,2,50.89,refund
C0090,2024-03-08,649.35,59.15,1,37.64,subscription
C0052,2024-03-08,728.44,47.62,1,30.45,purchase
C0083,2024-03-08,555.71,81.57,1,17.44,purchase
C0073,2024-03-08,397.85,67.22,3,9.56,subscription
C0067,2024-03-08,370.65,25.64,2,35.85,subscription
C0044,2024-03-08,208.07,39.16,6,18.67,purchase
C0093,2024-03-08,10.91,0.88,1,54.66,refund
C0082,2024-03-08,538.94,113.71,7,24.67,purchase
C0089,2024-03-08,754.1,87.5,7,49.2,refund
C0099,2024-03-08,786.07,78.4,5,52.98,refund
C0016,2024-03-08,836.87,45.77,7,50.19,subscription
C0084,2024-03-08,554.38,103.05,5,42.02,subscription
C0055,2024-03-08,36.34,6.13,2,23.75,refund
C0011,2024-03-08,390.0,53.38,2,10.08,purchase
C0096,2024-03-08,680.82,12.06,5,9.06,purchase
C0086,2024-03-08,294.68,24.27,2,23.29,subscription
C0057,2024-03-08,10.9,2.16,6,20.1,purchase
C0049,2024-03-08,553.93,109.04,4,40.7,purchase
C0056,2024-03-08,499.49,53.46,1,43.93,refund
C0083,2024-03-08,733.01,168.44,9,43.42,purchase
C0057,2024-03-08,589.9,53.53,4,42.85,refund
C0004,2024-03-08,949.72,180.11,5,35.81,purchase
C0074,2024-03-08,951.92,284.1,9,17.05,refund
C0075,2024-03-08,394.28,79.74,1,23.99,subscription
C0025,2024-03-09,184.99,32.86,6,37.2,purchase
C0079,2024-03-09,553.05,130.71,8,33.28,purchase
C0037,2024-03-09,47.26,1.02,8,10.2,subscription
C0008,2024-03-09,624.08,101.89,8,37.95,purchase
C0003,2024-03-09,962.25,158.02,1,32.1,subscription
C0006,2024-03-09,13.99,1.69,3,39.34,refund
C0010,2024-03-09,142.89,35.88,9,18.58,subscription
C0048,2024-03-09,36.72,9.9,6,47.09,purchase
C0096,2024-03-09,658.36,74.22,7,17.37,refund
C0032,2024-03-09,843.51,47.09,1,28.93,purchase
C0017,2024-03-09,885.35,109.12,7,18.39,refund
C0097,2024-03-09,47.98,12.53,9,37.04,subscription
C0046,2024-03-09,312.03,25.22,9,11.78,refund
C0077,2024-03-09,703.43,150.61,5,29.31,refund
C0073,2024-03-09,958.25,254.06,7,11.01,refund
C0054,2024-03-09,19.13,4.03,8,20.84,purchase
C0011,2024-03-09,811.19,228.84,2,17.64,subscription
C0011,2024-03-09,617.97,38.25,8,42.4,purchase
C0009,2024-03-09,760.82,51.33,5,49.58,refund
C0028,2024-03-09,78.44,10.29,6,52.89,subscription
C0078,2024-03-09,911.89,83.64,3,12.28,refund
C0017,2024-03-09,463.93,78.58,2,53.73,subscription
C0044,2024-03-09,484.49,2.95,2,54.41,subscription
C0081,2024-03-09,764.94,77.23,4,40.04,purchase
C0046,2024-03-09,406.79,40.46,2,44.19,refund
C0073,2024-03-09,546.9,106.75,6,53.27,purchase
C0006,2024-03-09,962.93,66.82,8,9.98,purchase
C0035,2024-03-09,606.27,70.3,7,24.43,purchase
C0090,2024-03-09,262.12,38.45,9,16.26,refund
C0033,2024-03-09,86.37,23.61,2,45.3,subscription
C0076,2024-03-09,176.92,0.98,4,55.64,subscription
C0050,2024-03-09,501.31,36.93,5,51.18,refund
C0039,2024-03-09,457.57,41.27,4,7.11,purchase
C0067,2024-03-09,874.07,208.99,2,13.31,refund
C0043,2024-03-09,176.33,38.98,2,31.01,refund
C0032,2024-03-09,542.54,50.4,3,45.52,purchase
C0075,2024-03-09,767.15,156.24,1,57.33,refund
C0070,2024-03-09,619.95,29.18,3,53.18,purchase
C0098,2024-03-09,504.05,140.86,7,50.79,purchase
C0081,2024-03-09,941.04,23.35,9,24.81,refund
C0003,2024-03-09,900.63,207.88,8,26.78,refund
C0098,2024-03-09,586.15,78.02,3,57.36,subscription
C0001,2024-03-09,66.94,6.11,2,28.05,refund
C0025,2024-03-09,978.89,248.82,9,58.22,purchase
C0061,2024-03-09,700.39,107.39,2,53.79,purchase
C0025,2024-03-09,394.84,28.46,7,31.4,refund
C0053,2024-03-09,648.99,184.48,3,45.03,purchase
C0079,2024-03-09,110.74,1.63,3,44.06,refund
C0007,2024-03-09,893.44,111.48,6,31.05,subscription
C0094,2024-03-09,164.96,18.14,5,20.89,subscription
C0079,2024-03-09,29.82,8.32,8,39.88,refund
C0086,2024-03-10,304.24,12.38,2,10.09,subscription
C0074,2024-03-10,96.6,19.01,9,30.1,subscription
C0085,2024-03-10,298.07,52.47,8,11.7,purchase
C0036,2024-03-10,64.88,1.42,8,49.76,purchase
C0018,2024-03-10,776.43,30.12,6,48.31,subscription
C0060,2024-03-10,37.15,1.37,6,23.73,refund
C0100,2024-03-10,464.38,33.22,4,50.63,refund
C0012,2024-03-10,863.41,154.59,9,48.24,purchase
C0026,2024-03-10,290.18,38.69,9,57.65,purchase
C0074,2024-03-10,354.54,81.05,6,5.67,subscription
C0009,2024-03-10,877.88,262.4,4,26.2,subscription
C0092,2024-03-10,794.08,77.26,7,12.45,subscription
C0039,2024-03-10,61.97,13.23,6,22.1,refund
C0080,2024-03-10,298.54,14.76,4,29.88,refund
C0006,2024-03-10,189.95,28.73,9,7.9,purchase
C0022,2024-03-10,655.6,61.39,2,52.19,subscription
C0083,2024-03-10,710.54,22.64,6,21.6,subscription
C0025,2024-03-10,796.02,116.18,4,35.66,purchase
C0089,2024-03-10,536.65,34.47,7,26.91,refund
C0035,2024-03-10,203.5,56.97,9,32.99,purchase
C0034,2024-03-10,900.84,5.9,8,35.16,refund
C0008,2024-03-10,818.83,100.42,6,49.32,subscription
C0086,2024-03-10,791.43,75.29,5,49.14,subscription
C0091,2024-03-10,351.84,83.5,6,18.5,subscription
C0003,2024-03-10,416.53,107.97,5,43.52,refund
C0040,2024-03-10,454.42,75.66,1,9.88,refund
C0046,2024-03-10,126.05,5.49,5,56.44,purchase
C0014,2024-03-10,848.13,219.01,4,45.92,purchase
C0018,2024-03-10,476.97,52.2,8,25.59,purchase
C0038,2024-03-10,876.37,207.84,4,42.02,refund
C0099,2024-03-10,619.27,15.16,7,44.77,subscription
C0061,2024-03-10,690.15,133.75,9,12.04,subscription
C0077,2024-03-10,591.31,106.0,5,9.35,refund
C0036,2024-03-10,657.58,32.27,1,37.42,refund
C0011,2024-03-10,356.3,92.19,7,19.88,purchase
C0020,2024-03-10,604.45,18.21,3,25.53,purchase
C0054,2024-03-10,701.58,40.11,3,45.51,subscription
C0059,2024-03-10,779.27,169.68,4,20.62,subscription
C0031,2024-03-10,64.09,18.71,7,16.2,subscription
C0036,2024-03-10,34.37,8.17,5,40.68,purchase
C0081,2024-03-10,484.13,139.22,7,30.11,subscription
C0021,2024-03-10,819.29,10.58,6,46.56,purchase
C0082,2024-03-11,302.33,71.96,8,57.96,refund
C0026,2024-03-11,440.85,129.96,1,45.39,subscription
C0036,2024-03-11,469.08,42.45,6,20.62,subscription
C0062,2024-03-11,766.04,166.99,7,12.67,purchase
C0004,2024-03-11,125.84,30.19,7,43.42,purchase
C0012,2024-03-11,551.37,46.12,4,49.34,refund
C0077,2024-03-11,707.74,23.58,5,22.05,purchase
C0058,2024-03-11,752.11,27.21,3,38.74,subscription
C0058,2024-03-11,515.29,74.49,4,16.22,subscription
C0068,2024-03-11,324.99,47.24,9,24.19,refund
C0053,2024-03-11,742.16,134.7,2,48.0,refund
C0035,2024-03-11,621.73,164.4,2,48.86,subscription
C0072,2024-03-11,485.74,53.17,9,58.75,subscription
C0067,2024-03-11,470.21,136.8,4,13.12,purchase
C0020,2024-03-11,255.23,69.16,9,51.37,subscription
C0014,2024-03-11,770.91,156.35,3,51.48,purchase
C0090,2024-03-11,888.64,23.08,1,49.67,purchase
C0006,2024-03-11,590.77,138.02,9,50.28,subscription
C0037,2024-03-11,355.68,11.72,3,21.21,refund
C0072,2024-03-11,271.69,46.58,1,20.07,refund
C0016,2024-03-11,244.19,15.66,8,32.97,purchase
C0060,2024-03-11,319.26,51.24,4,21.38,subscription
C0005,2024-03-11,913.13,259.17,6,19.04,purchase
C0057,2024-03-11,305.73,27.98,1,37.14,subscription
C0070,2024-03-11,878.81,188.39,1,52.0,purchase
C0056,2024-03-11,906.62,109.97,4,17.8,purchase
C0070,2024-03-11,986.14,222.88,6,43.95,subscription
C0076,2024-03-11,673.56,94.93,5,6.06,purchase
C0024,2024-03-11,52.65,2.47,2,26.94,refund
C0054,2024-03-11,192.78,43.96,6,9.66,purchase
C0053,2024-03-11,150.7,21.89,8,53.23,refund
C0075,2024-03-11,714.95,38.27,4,22.38,refund
C0096,2024-03-11,212.36,15.69,4,30.4,subscription
C0081,2024-03-11,427.31,21.01,7,25.69,refund
C0042,2024-03-11,825.06,127.24,2,10.05,refund
C0050,2024-03-11,519.33,111.16,6,9.86,refund
C0018,2024-03-11,186.94,20.38,6,24.96,refund
C0032,2024-03-11,704.32,44.42,3,51.51,purchase
C0029,2024-03-11,535.14,26.64,6,58.91,subscription
C0054,2024-03-11,219.77,3.33,5,36.96,purchase
C0074,2024-03-12,417.22,30.5,1,26.47,refund
C0018,2024-03-12,120.63,6.85,4,42.38,purchase
C0008,2024-03-12,820.1,235.69,1,57.29,purchase
C0081,2024-03-12,981.32,223.45,5,10.62,refund
C0099,2024-03-12,368.85,33.12,4,53.58,subscription
C0009,2024-03-12,278.25,23.84,7,29.11,refund
C0037,2024-03-12,188.78,44.95,3,34.55,subscription
C0027,2024-03-12,338.05,12.81,1,36.0,purchase
C0073,2024-03-12,535.3,19.5,5,26.28,subscription
C0074,2024-03-12,328.81,55.52,4,34.59,subscription
C0030,2024-03-12,257.96,48.36,3,51.79,refund
C0025,2024-03-12,728.92,149.2,7,9.07,purchase
C0086,2024-03-12,523.89,75.31,5,49.76,subscription
C0004,2024-03-12,699.4,188.56,5,51.63,refund
C0096,2024-03-12,853.99,148.55,7,56.19,subscription
C0048,2024-03-12,32.17,7.46,6,9.39,subscription
C0080,2024-03-12,443.08,126.26,4,54.14,purchase
C0011,2024-03-12,108.5,19.67,9,19.47,subscription
C0053,2024-03-12,129.79,6.57,6,37.66,purchase
C0042,2024-03-12,377.46,88.96,3,56.64,subscription
C0003,2024-03-12,288.86,41.65,2,9.4,purchase
C0013,2024-03-12,609.96,92.01,9,13.43,subscription
C0054,2024-03-12,839.33,139.9,5,25.45,refund
C0073,2024-03-12,335.32,95.62,1,6.2,refund
C0028,2024-03-12,58.04,3.28,1,15.38,subscription
C0052,2024-03-12,716.95,172.44,7,41.35,subscription
C0016,2024-03-12,887.25,117.32,2,5.62,purchase
C0053,2024-03-12,254.18,59.43,4,5.39,subscription
C0089,2024-03-12,743.35,173.6,5,59.86,refund
C0041,2024-03-12,77.69,10.66,6,26.83,refund
C0062,2024-03-12,525.78,76.91,4,16.07,subscription
C0012,2024-03-12,854.96,102.58,8,48.28,subscription
C0093,2024-03-12,751.29,197.05,8,17.52,refund
C0050,2024-03-12,640.53,100.27,7,27.41,subscription
C0009,2024-03-12,353.8,2.51,1,27.95,purchase
C0020,2024-03-12,526.35,130.64,5,49.93,subscription
C0041,2024-03-12,113.07,27.13,3,53.81,purchase
C0049,2024-03-12,147.53,0.97,9,36.6,purchase
C0023,2024-03-12,498.98,55.52,2,13.79,refund
C0006,2024-03-12,137.56,17.03,4,5.99,purchase
C0032,2024-03-12,500.7,140.88,3,46.78,refund
C0034,2024-03-12,674.59,32.82,6,45.62,subscription
C0006,2024-03-12,580.77,170.08,1,5.94,subscription
C0062,2024-03-12,906.36,80.87,1,10.01,purchase
C0023,2024-03-12,705.76,95.86,6,53.26,refund
C0010,2024-03-12,218.17,51.06,8,38.7,subscription
C0058,2024-03-12,423.53,66.75,4,38.72,purchase
C0088,2024-03-12,347.28,33.75,8,41.46,refund
C0043,2024-03-12,861.91,122.5,6,58.28,refund
C0042,2024-03-12,438.11,81.91,5,32.7,refund
C0073,2024-03-13,352.72,42.93,1,10.77,purchase
C0071,2024-03-13,674.51,6.36,5,43.1,purchase
C0016,2024-03-13,641.21,141.77,1,48.68,subscription
C0037,2024-03-13,241.32,24.9,7,32.79,refund
C0011,2024-03-13,409.04,122.34,8,13.0,purchase
C0062,2024-03-13,120.49,6.76,5,51.7,refund
C0026,2024-03-13,897.06,231.86,7,6.43,subscription
C0016,2024-03-13,203.48,38.78,4,49.58,refund
C0030,2024-03-13,345.55,84.94,1,14.54,purchase
