customer_id,transaction_amount^2,transaction_amount transaction_quantity,transaction_quantity^2
C0011,743889.0001000001,6899.92,64.0
C0069,2520.0400000000004,351.40000000000003,49.0
C0041,261652.71039999998,3580.64,49.0
C0083,838524.8041000001,8241.39,81.0
C0037,66915.34240000001,1293.4,25.0
C0090,92781.16000000002,609.2,4.0
C0049,714853.3401,5918.43,49.0
C0001,161652.24360000002,3618.54,81.0
C0078,638896.4761,5595.17,49.0
C0012,429365.6676,1310.52,4.0
C0084,702713.3583999999,6706.24,64.0
C0074,40332.68890000001,200.83,1.0
C0044,788472.9616,2663.88,9.0
C0060,41375.6281,1830.69,81.0
C0096,1761.4808999999998,209.85,25.0
C0010,219229.9684,3745.76,64.0
C0008,112566.9601,3019.59,81.0
C0080,949728.2115999999,6821.78,49.0
C0079,25112.7409,950.8199999999999,36.0
C0016,423254.33640000003,2602.32,16.0
C0098,786414.2399999999,2660.3999999999996,9.0
C0005,745304.1560999999,5179.86,36.0
C0041,15497.7601,871.43,49.0
C0071,1928.0880999999997,395.18999999999994,81.0
C0078,122668.0576,1400.96,16.0
C0029,568018.4689,753.67,1.0
C0051,95159.91040000001,2776.32,81.0
C0017,3778.5609,491.76,64.0
C0091,256978.02490000002,4562.37,81.0
C0053,375205.25159999996,1225.08,4.0
C0032,50737.5625,1576.75,49.0
C0025,25705.708900000005,1282.64,64.0
C0001,18127.929599999996,538.56,16.0
C0020,157125.03209999998,396.39,1.0
C0073,549.9024999999999,187.6,64.0
C0017,5476.0,296.0,16.0
C0078,327733.3504,2289.92,16.0
C0064,53940.0625,1161.25,25.0
C0062,11001.9121,104.89,1.0
C0044,428553.5296,654.64,1.0
C0074,239160.1216,3912.32,64.0
C0047,399993.00250000006,3794.7000000000003,36.0
C0053,398097.9025000001,1261.9,4.0
C0014,167166.4996,817.72,4.0
C0065,276455.12409999996,4206.32,64.0
C0040,535765.4416,5855.68,64.0
C0086,229968.2025,2397.75,25.0
C0014,1434.1368999999997,340.83,81.0
C0091,476541.70240000007,3451.6000000000004,25.0
C0074,20932.3024,289.36,4.0
C0062,262348.84,4097.6,64.0
C0015,592314.9444,4617.72,36.0
C0008,718968.3263999999,4239.599999999999,25.0
C0061,492733.80250000005,701.95,1.0
C0053,58023.174399999996,2167.92,81.0
C0008,196647.9025,2660.7,36.0
C0053,95295.68999999999,1543.5,25.0
C0008,344.1025,166.95000000000002,81.0
C0060,602160.4801,2327.9700000000003,9.0
C0084,7155.468100000001,338.36,16.0
C0086,350819.2899999999,2369.2,16.0
C0023,32742.902499999997,1628.55,81.0
C0052,23691.366399999995,153.92,1.0
C0096,872225.2448999999,5603.58,36.0
C0048,186425.33289999998,3885.93,81.0
C0040,4192.5625,323.75,25.0
C0026,291902.47839999996,1080.56,4.0
C0006,188946.7024,1738.72,16.0
C0040,117546.12250000001,1371.4,16.0
C0078,1758.1249,251.57999999999998,36.0
C0086,82570.0225,287.35,1.0
C0095,130321.0,1444.0,16.0
C0024,27165.6324,659.28,16.0
C0081,540916.1209000001,735.47,1.0
C0085,403098.00999999995,3174.5,25.0
C0092,11852.6769,544.35,25.0
C0064,297373.9024000001,4362.56,64.0
C0073,15630.000399999999,625.1,25.0
C0014,83590.3744,2312.96,64.0
C0100,479168.5284,5537.76,64.0
C0069,1423.5528999999997,264.10999999999996,49.0
C0068,839752.3044,2749.14,9.0
C0066,108959.40809999999,1650.4499999999998,25.0
C0040,32241.7936,718.24,16.0
C0039,823411.0563999999,1814.84,4.0
C0048,435903.65290000004,5942.07,81.0
C0054,467404.66889999993,3418.35,25.0
C0019,617796.0,1572.0,4.0
C0027,779812.6249,2649.21,9.0
C0027,76016.00409999999,1102.84,16.0
C0054,7024.1161,670.48,64.0
C0081,684441.8361,3309.24,16.0
C0047,16532.816400000003,257.16,4.0
C0069,355883.83359999995,596.56,1.0
C0091,7426.992400000001,689.44,64.0
C0028,473784.4224000001,6194.88,81.0
C0079,33033.0625,727.0,16.0
C0020,828409.4288999999,6371.19,49.0
C0026,117607.8436,1714.7,25.0
C0098,35115.01209999999,936.9499999999999,25.0
C0054,877687.9225,8431.65,81.0
C0071,444702.2596,3334.3,25.0
C0030,49066.6801,1772.08,64.0
C0098,230736.12250000003,2401.75,25.0
C0061,255186.62560000003,1010.32,4.0
C0075,195284.4481,1325.73,9.0
C0036,477246.08890000003,3454.15,25.0
C0063,106850.5344,1961.28,36.0
C0055,185235.5521,3443.12,64.0
C0026,490700.25,4203.0,36.0
C0035,564992.7555999999,1503.32,4.0
C0099,94845.52090000002,2463.76,64.0
C0074,232700.1121,2411.95,25.0
C0052,186261.2964,1726.32,16.0
C0011,31025.299599999995,880.6999999999999,25.0
C0015,509624.6544,6424.92,81.0
C0090,978773.8489000001,2967.9900000000002,9.0
C0093,830103.2100000001,5466.6,36.0
C0057,859366.0804,6489.139999999999,49.0
C0081,105287.27040000001,2920.32,81.0
C0044,40124.0961,1201.8600000000001,36.0
C0023,11562.7009,645.1800000000001,36.0
C0072,710699.5809,2529.09,9.0
C0044,396673.23240000004,629.82,1.0
C0090,235982.20839999997,1457.34,9.0
C0052,367151.1648999999,5453.37,81.0
C0066,1594.4049,239.57999999999998,36.0
C0017,2214.6436000000003,94.12,4.0
C0044,177182.0649,1262.79,9.0
C0003,236040.50559999997,2429.2,25.0
C0100,174882.8761,3763.71,81.0
C0039,35785.28889999999,756.68,16.0
C0089,204123.24000000002,3162.6,49.0
C0019,21025.0,435.0,9.0
C0048,110523.00249999999,1662.25,25.0
C0066,649265.2929,4834.62,36.0
C0035,200623.36810000002,4031.19,81.0
C0066,264977.8576,2059.04,16.0
C0049,192273.48010000002,2630.94,36.0
C0051,534668.0641000001,4387.26,36.0
C0004,307181.9776,4988.16,81.0
C0033,106582.66090000002,2285.29,49.0
C0091,217183.96089999998,1864.12,16.0
C0075,382913.43999999994,4950.4,64.0
C0072,439.74089999999995,125.82,36.0
C0036,896657.4863999999,1893.84,4.0
C0026,810126.0049,900.07,1.0
C0048,233598.2224,3383.24,49.0
C0095,658256.3689000001,7301.97,81.0
C0069,278530.6176,2111.04,16.0
C0085,285.9481,101.46000000000001,36.0
C0023,68455.48959999999,1046.56,16.0
C0059,5324.6209,291.88,16.0
C0018,12223.5136,110.56,1.0
C0062,57508.8361,719.4300000000001,9.0
C0021,197838.1441,444.79,1.0
C0020,73869.80410000001,2446.11,81.0
C0009,243246.24,1972.8,16.0
C0093,762914.9025000001,873.45,1.0
C0080,244085.40250000003,494.05,1.0
C0041,97818.8176,312.76,1.0
C0031,921158.4528999999,4798.85,25.0
C0042,540313.2035999999,6615.539999999999,81.0
C0038,704575.5721,3357.56,16.0
C0006,57782.5444,961.52,16.0
C0091,12784.824899999998,791.49,49.0
C0019,288992.2564000001,2150.32,16.0
C0055,781721.2224999999,1768.3,4.0
C0033,337898.06409999996,5231.61,81.0
C0078,246412.96,496.4,1.0
C0092,153632.64159999997,3135.68,64.0
C0052,177662.25,2107.5,25.0
C0074,833806.3968999999,6391.91,49.0
C0065,384722.4676,3721.56,36.0
C0070,134358.9025,1832.75,25.0
C0045,41567.0544,407.76,4.0
C0079,12970.9321,227.78,4.0
C0001,534229.4280999999,4385.46,36.0
C0062,990522.5625,7962.0,64.0
C0044,24696.1225,785.75,25.0
C0075,719087.0401,6783.92,64.0
C0077,203004.3136,2252.8,25.0
C0088,1221.5025000000003,69.9,4.0
C0005,760314.2416000001,6975.68,64.0
C0025,128888.1801,2513.0699999999997,49.0
C0079,17379.148900000004,263.66,4.0
C0035,231207.10559999998,2885.04,36.0
C0100,471474.4896,2746.56,16.0
C0009,181757.2689,852.66,4.0
C0073,383842.20249999996,4956.4,64.0
C0063,262933.07289999997,2563.85,25.0
C0022,53167.1364,1152.9,25.0
C0061,638576.7921000001,7191.99,81.0
C0005,97700.0049,2500.56,64.0
C0068,39255.4969,990.65,25.0
C0033,219445.4025,4216.05,81.0
C0001,2885.8384,53.72,1.0
C0017,313353.64839999995,1119.56,4.0
C0080,896297.6929,946.73,1.0
C0093,143625.84040000002,378.98,1.0
C0021,447039.3321,1337.22,4.0
C0063,906094.5721,5711.34,36.0
C0092,853073.9044,6465.34,49.0
C0013,33536.5969,183.13,1.0
C0026,621558.7921,5518.73,49.0
C0085,76961.8564,1109.68,16.0
C0090,167821.31560000003,1228.98,9.0
C0055,36100.0,380.0,4.0
C0001,828209.2035999999,910.06,1.0
C0055,267930.4644,517.62,1.0
C0077,14665.21,121.1,1.0
C0021,14989.104900000002,1101.8700000000001,81.0
C0018,778082.7681000001,4410.45,25.0
C0069,174623.6944,2089.4,25.0
C0003,719731.6569000001,6786.96,64.0
C0061,212.28490000000002,101.99000000000001,49.0
C0022,398817.51039999997,3157.6,25.0
C0073,9525.759999999998,97.6,1.0
C0085,30043.288900000003,173.33,1.0
C0063,272.9104,82.6,25.0
C0091,396295.43039999995,5665.68,81.0
C0052,703417.6900000001,5870.900000000001,49.0
C0087,707163.2649,3363.72,16.0
C0070,91790.82090000002,2423.76,64.0
C0093,419787.36809999996,3887.46,36.0
C0047,536790.6756,4395.96,36.0
C0028,9194.892100000001,671.23,49.0
C0003,3970.2601,504.08,64.0
C0094,1949.2224999999999,132.45,9.0
C0081,165437.4276,3253.92,64.0
C0092,797306.1264,3571.68,16.0
C0089,15304.164099999998,1113.3899999999999,81.0
C0089,974169.0,6909.0,49.0
C0046,778629.76,7059.2,64.0
C0044,544127.5225,4425.9,36.0
C0072,620565.8176,3151.04,16.0
C0074,305311.50249999994,3867.8499999999995,49.0
C0002,788455.2025000001,3551.8,16.0
C0090,417509.82249999995,1292.3,4.0
C0067,866034.9721,6514.27,49.0
C0052,232680.8169,1929.48,16.0
C0067,163984.5025,2024.75,25.0
C0075,250680.46240000002,3004.08,36.0
C0066,828045.4009,909.97,1.0
C0043,5039.580099999999,212.96999999999997,9.0
C0020,836255.3809000001,5486.82,36.0
C0088,492.39610000000005,133.14000000000001,36.0
C0042,82771.29,1726.1999999999998,36.0
C0032,429339.4576,5897.16,81.0
C0094,548177.3521,2961.56,16.0
C0075,845590.5935999999,7356.48,64.0
C0022,182619.47559999998,1282.02,9.0
C0042,241405.1689,1965.32,16.0
C0024,13119.411600000001,343.62,9.0
C0047,217146.6801,2795.94,36.0
C0017,304328.7556,4413.28,64.0
C0060,30328.222500000003,1393.2,64.0
C0082,217445.0161,2331.55,25.0
C0093,459589.08489999996,3389.6499999999996,25.0
C0005,257911.62250000003,1015.7,4.0
C0072,111075.55839999998,2999.5199999999995,81.0
C0024,546283.5921,2956.44,16.0
C0091,82547.0361,2585.79,81.0
C0057,286406.92889999994,3211.0199999999995,36.0
C0089,383928.9444,3098.1,25.0
C0090,424934.4969,5866.83,81.0
C0005,84088.40040000001,289.98,1.0
C0074,603.6849,98.28,16.0
C0023,82932.48040000001,2591.82,81.0
C0031,114176.40999999999,675.8,4.0
C0097,123432.7689,1405.32,16.0
C0065,163369.5561,808.38,4.0
C0083,889550.7856,943.16,1.0
C0005,50126.732099999994,1791.12,64.0
C0058,116642.74089999998,2390.71,49.0
C0061,91772.6436,2120.58,49.0
C0006,133283.40639999998,2920.64,64.0
C0019,113427.50410000002,336.79,1.0
C0023,796342.0644,892.38,1.0
C0071,1000.4568999999999,284.67,81.0
C0022,726278.9284000001,1704.44,4.0
C0044,128723.08839999998,1435.12,16.0
C0062,190453.68810000003,872.82,4.0
C0034,482747.0399999999,5558.4,64.0
C0094,30282.960400000004,1566.18,81.0
C0079,264771.9935999999,3601.9199999999996,49.0
C0078,811710.9025000001,5405.700000000001,36.0
C0063,824845.4041,4541.05,25.0
C0051,66223.87559999998,514.68,4.0
C0058,146290.9504,3442.32,81.0
C0017,63902.7841,758.37,9.0
C0020,22758.739600000004,754.3000000000001,25.0
C0082,63847.182400000005,1263.4,25.0
C0065,122948.40959999998,1051.92,9.0
C0060,147171.9769,1534.52,16.0
C0072,189468.67839999998,2176.3999999999996,25.0
C0090,650603.56,1613.2,4.0
C0006,917227.5984,3830.88,16.0
C0087,715259.2329000001,5074.38,36.0
C0020,141857.68959999998,3013.12,64.0
C0086,712032.1924,5906.740000000001,49.0
C0022,109713.31290000002,1656.15,25.0
C0007,234188.24490000002,3871.44,64.0
C0037,14230.104100000002,357.87,9.0
C0017,501703.0560999999,6374.789999999999,81.0
C0041,118921.52250000002,1034.5500000000002,9.0
C0037,481122.5769,3468.15,25.0
C0098,951015.04,3900.8,16.0
C0006,144027.8401,759.02,4.0
C0073,29577.120399999996,171.98,1.0
C0024,618881.1561000001,3933.4500000000003,25.0
C0080,908647.4329,4766.15,25.0
C0028,865104.6121,930.11,1.0
C0015,159536.3364,798.84,4.0
C0035,550385.9344,5935.04,64.0
C0042,1171.0084,34.22,1.0
C0083,254641.3444,504.62,1.0
C0094,755421.7224999999,3476.6,16.0
C0033,288777.2644,2149.52,16.0
C0043,208501.8244,4109.58,81.0
C0011,617670.2464,1571.84,4.0
C0046,357101.85640000005,4780.64,64.0
C0007,867990.3555999999,2794.98,9.0
C0083,1400.2564000000002,112.26,9.0
C0043,980595.0625,3961.0,16.0
C0038,41022.4516,607.62,9.0
C0079,33178.622500000005,364.3,4.0
C0002,95573.72249999999,309.15,1.0
C0061,18536.822500000002,272.3,4.0
C0019,52486.81,1832.8,64.0
C0037,73132.3849,1622.58,36.0
C0052,186451.24000000002,3454.4,64.0
C0041,55828.2384,1890.24,64.0
C0030,10100.25,904.5,81.0
C0015,333644.8644,2310.48,16.0
C0066,690843.5689,3324.68,16.0
C0087,347027.02810000005,4123.63,49.0
C0033,1383.8400000000001,334.8,81.0
C0018,13646.9124,700.92,36.0
C0071,4072.9924,319.1,25.0
C0079,74796.7801,546.98,4.0
C0072,863041.0,3716.0,16.0
C0018,458938.50250000006,4064.7000000000003,36.0
C0059,383272.4281,5571.81,81.0
C0064,1879.2225,346.8,64.0
C0100,267764.85160000005,1552.38,9.0
C0037,128257.09689999999,3223.17,81.0
C0086,737434.3876,7728.66,81.0
C0013,871926.4129,7470.16,64.0
C0089,427807.56490000006,3270.3500000000004,25.0
C0007,337351.87240000005,4646.56,64.0
C0022,221699.72250000003,1412.5500000000002,9.0
C0019,107748.0625,2954.25,81.0
C0034,379628.4996,2464.56,16.0
C0052,182704.9536,2137.2,25.0
C0068,365855.61960000003,604.86,1.0
C0018,19326.560400000002,556.08,16.0
C0096,28920.4036,510.18,9.0
C0086,333460.05160000006,4042.2200000000003,49.0
C0012,218229.12249999997,2802.8999999999996,36.0
C0020,614452.1769,783.87,1.0
C0036,271555.6321,1042.22,4.0
C0028,912196.9081000001,5730.54,36.0
C0034,135048.9001,1837.45,25.0
C0084,679816.7400999999,7420.59,81.0
C0037,260385.67839999998,4082.24,64.0
C0036,797538.3024999999,6251.349999999999,49.0
C0015,243512.64090000003,1973.88,16.0
C0050,191633.81759999998,3064.3199999999997,49.0
C0052,66543.36159999999,2063.68,64.0
C0017,421954.17640000005,4547.06,49.0
C0008,207817.4569,4102.83,81.0
C0027,34250.904899999994,1480.56,64.0
C0077,455328.04839999997,1349.56,4.0
C0008,422227.04409999994,3248.95,25.0
C0002,886064.5160999999,8471.789999999999,81.0
C0036,100793.55040000001,952.44,9.0
C0093,207799.22250000003,4102.650000000001,81.0
C0096,902139.0360999999,8548.289999999999,81.0
C0040,776266.7235999999,6167.42,49.0
C0068,100698.3289,1586.6499999999999,25.0
C0090,64115.3041,759.63,9.0
C0071,275604.0004,3149.88,36.0
C0079,418466.67209999997,1293.78,4.0
C0046,332629.02760000003,576.74,1.0
C0034,408116.5456,5110.72,64.0
C0017,128550.93160000001,2509.78,49.0
C0025,419385.76,4533.2,49.0
C0092,21225.5761,291.38,4.0
C0002,143534.8996,2273.16,36.0
C0046,415638.0900000001,4512.900000000001,49.0
C0025,39928.0324,599.46,9.0
C0039,538095.6024999999,5868.4,64.0
C0061,211554.0025,1839.8,16.0
C0041,528936.1984,2909.12,16.0
C0007,634969.9225,3187.4,16.0
C0058,50099.86890000001,895.32,16.0
C0045,185674.80999999997,2585.3999999999996,36.0
C0054,41902.09,614.0999999999999,9.0
C0044,52716.159999999996,1836.8,64.0
C0018,111515.9236,333.94,1.0
C0095,239326.42409999997,489.21,1.0
C0045,55196.8036,234.94,1.0
C0057,982854.1320999999,5948.34,36.0
C0081,27291.039999999997,1321.6,64.0
C0026,993191.6281000001,996.59,1.0
C0054,419800.32639999996,1943.7599999999998,9.0
C0086,409638.40089999995,3840.18,36.0
C0039,156697.2225,1583.4,16.0
C0008,92653.27209999999,608.78,4.0
C0017,89042.55999999998,1492.0,25.0
C0008,275467.5225,1574.5500000000002,9.0
C0074,454855.82489999995,1348.86,4.0
C0066,453117.4596,1346.28,4.0
C0063,118315.36090000001,3095.7300000000005,81.0
C0086,5526.435600000001,446.04,36.0
C0048,288788.0121,537.39,1.0
C0061,21336.4449,438.21,9.0
C0075,125897.2324,354.82,1.0
C0038,371904.82560000004,1829.52,9.0
C0017,624163.2015999999,6320.32,64.0
C0011,554950.5025000001,6704.55,81.0
C0021,85515.3049,584.86,4.0
C0087,187281.2176,2596.56,36.0
C0022,387356.8644,1867.1399999999999,9.0
C0096,19999.616399999995,424.26,9.0
C0055,162602.4976,1612.96,16.0
C0012,6765.0625,493.5,36.0
C0024,18252.01,810.5999999999999,36.0
C0065,504171.00249999994,3550.25,25.0
C0026,785669.5044,7091.04,64.0
C0095,811584.7744,900.88,1.0
C0010,247138.2369,1491.3899999999999,9.0
C0093,579958.4025,5330.849999999999,49.0
C0020,301983.22089999996,1648.59,9.0
C0078,393618.2121,3764.34,36.0
C0083,606373.6900000001,2336.1000000000004,9.0
C0070,54326.286400000005,2097.7200000000003,81.0
C0066,485293.3569,2786.52,16.0
C0033,432556.13610000006,2630.76,16.0
C0007,201556.10249999998,1346.85,9.0
C0023,703216.4164000001,1677.16,4.0
C0087,422331.0169,4549.09,49.0
C0035,22332.313599999998,1046.08,49.0
C0009,284387.5584,1066.56,4.0
C0020,464210.5689000001,2725.32,16.0
C0059,770725.9680999999,4389.55,25.0
C0057,393467.6529,1254.54,4.0
C0086,29467.1556,1544.94,81.0
C0093,326406.54240000003,1713.96,9.0
C0095,956288.4099999999,5867.4,36.0
C0021,453467.56,2020.1999999999998,9.0
C0066,410522.11840000004,1281.44,4.0
C0008,450106.81,6038.099999999999,81.0
C0059,536585.5504,3662.6,25.0
C0078,469636.0899999999,4797.099999999999,49.0
C0022,357257.24410000007,1195.42,4.0
C0022,438601.55289999995,5298.16,64.0
C0048,116553.95999999998,341.4,1.0
C0013,639344.1681,2398.77,9.0
C0020,308680.2481,1666.77,9.0
C0064,1005.5241000000001,158.55,25.0
C0004,13942.8864,354.24,9.0
C0036,28473.187600000005,674.96,16.0
C0042,77796.36640000001,278.92,1.0
C0081,373101.07240000006,1221.64,4.0
C0066,813477.7248999999,2705.79,9.0
C0001,534916.7044,5851.04,64.0
C0020,604988.3960999999,6222.48,64.0
C0050,126928.31289999999,3206.43,81.0
C0084,379801.03839999996,4930.24,64.0
C0091,244589.5936,3461.92,49.0
C0062,20220.839999999997,284.4,4.0
C0077,345602.8944,3527.2799999999997,36.0
C0064,59599.4569,1708.9099999999999,49.0
C0085,107033.66560000002,2290.1200000000003,49.0
C0085,754066.4569,5210.22,36.0
C0092,136707.66760000002,739.48,4.0
C0029,479667.05640000006,3462.9,25.0
C0085,649507.0464,3223.68,16.0
C0057,122227.1521,2097.66,36.0
C0009,720444.4641,3395.16,16.0
C0043,136670.6961,2957.52,64.0
C0038,3711.2464,487.36,64.0
C0055,656942.6704,810.52,1.0
C0043,6699.422499999999,654.8,64.0
C0015,682639.4884,6609.76,64.0
C0061,168452.7849,410.43,1.0
C0047,664616.2576,5706.68,49.0
C0023,746426.8816000001,6911.68,64.0
C0084,680757.0064000001,5775.56,49.0
C0096,27473.0625,1160.25,49.0
C0093,996503.0625,5989.5,36.0
C0088,678399.3225,4118.25,25.0
C0040,33881.764899999995,736.28,16.0
C0073,5425.7955999999995,294.64,16.0
C0035,686.4399999999999,157.2,36.0
C0096,77746.16889999999,1951.81,49.0
C0033,761395.8564,6108.06,49.0
C0035,126956.8161,1068.93,9.0
C0034,281642.49000000005,4245.6,64.0
C0038,536746.7169,6593.67,81.0
C0088,407861.04959999997,1915.92,9.0
C0011,162006.25,2415.0,36.0
C0057,87781.83839999998,1777.6799999999998,36.0
C0077,9586.3681,97.91,1.0
C0069,391450.43559999997,1876.98,9.0
C0035,343454.6024999999,4102.349999999999,49.0
C0006,982061.1801,7927.92,64.0
C0090,611649.1264000001,782.08,1.0
C0018,471350.9024999999,4119.299999999999,36.0
C0007,257099.7025,3549.35,49.0
C0035,488698.86490000004,5592.56,64.0
C0032,19813.377599999996,563.04,16.0
C0020,2801.5849,158.79,9.0
C0039,204.49,85.80000000000001,36.0
C0066,340787.4129,4086.39,49.0
C0032,937585.5240999999,8714.61,81.0
C0095,68659.72089999999,2358.2699999999995,81.0
C0046,57763.3156,240.34,1.0
C0041,114271.04160000001,338.04,1.0
C0021,701540.2564000001,837.58,1.0
C0027,8539.6081,184.82,4.0
C0056,304097.10250000004,551.45,1.0
C0079,126.33760000000001,89.92,64.0
C0004,436220.62090000004,5944.2300000000005,81.0
C0040,401385.6024999999,633.55,1.0
C0069,260569.4116,1020.92,4.0
C0056,2916.0,162.0,9.0
C0092,194401.62810000003,440.91,1.0
C0050,40008.000400000004,1200.1200000000001,36.0
C0028,49088.8336,664.6800000000001,9.0
C0070,375523.83999999997,4902.4,64.0
C0064,454100.7769,3369.35,25.0
C0003,8585.8756,92.66,1.0
C0061,141842.6244,3389.58,81.0
C0082,395213.3956,628.66,1.0
C0019,573033.8601,3027.96,16.0
C0039,755891.1364,6085.94,49.0
C0015,211.99360000000001,43.68,9.0
C0079,331649.29209999996,3455.34,36.0
C0042,17619.907600000002,530.96,16.0
C0056,96596.64000000001,1554.0,25.0
C0083,122059.3969,1048.1100000000001,9.0
C0034,413667.6489,4502.19,49.0
C0058,433332.5584,1316.56,4.0
C0065,11881.0,545.0,25.0
C0052,94783.9369,1231.48,16.0
C0088,118583.80960000001,2754.88,64.0
C0094,296632.72959999996,2178.56,16.0
C0078,4370.5321,462.77,49.0
C0053,501264.0,1416.0,4.0
C0011,546076.6609,2216.91,9.0
C0011,385963.9876,4348.82,49.0
C0018,545308.4025000001,1476.9,4.0
C0057,280200.83560000005,2646.7000000000003,25.0
C0060,696573.8521,3338.44,16.0
C0082,745684.0608999999,863.53,1.0
C0070,497800.80249999993,2822.2,16.0
C0064,125847.5625,1064.25,9.0
C0017,23839.36,1235.2,64.0
C0023,801096.6015999999,895.04,1.0
C0099,96087.60040000001,619.96,4.0
C0052,54489.564900000005,1167.15,25.0
C0100,415444.70249999996,4511.849999999999,49.0
C0091,29856.384099999996,691.16,16.0
C0052,246929.48640000002,2981.52,36.0
C0081,66936.03840000002,1293.6000000000001,25.0
C0004,82598.75999999998,574.8,4.0
C0038,924674.56,7692.8,64.0
C0031,181433.4025,1277.85,9.0
C0047,11229.6409,317.90999999999997,9.0
C0068,50131.21,1119.5,25.0
C0097,844248.5689000001,8269.470000000001,81.0
C0025,615722.7024,1569.36,4.0
C0006,978417.7224999999,3956.6,16.0
C0086,917285.0625,7662.0,64.0
C0007,276770.6881,4208.72,64.0
C0023,116656.40250000001,3073.9500000000003,81.0
C0055,478850.16010000004,1383.98,4.0
C0057,385355.3929,5586.93,81.0
C0021,93831.9424,612.64,4.0
C0097,969831.0399999999,6893.599999999999,49.0
C0003,578816.6399999999,760.8,1.0
C0031,690328.3396000001,4985.16,36.0
C0066,97275.3721,1871.34,36.0
C0042,498746.68840000004,2118.66,9.0
C0097,190392.59559999997,2618.04,36.0
C0092,288680.54409999994,3761.0299999999997,49.0
C0016,136722.4576,2588.3199999999997,49.0
C0087,43480.5904,1251.1200000000001,36.0
C0033,30241.210000000003,695.6,16.0
C0028,716816.2224999999,7619.849999999999,81.0
C0036,330.5124,145.44,64.0
C0073,2308.8025,144.14999999999998,9.0
C0066,27248.1049,1485.6299999999999,81.0
C0080,65884.62240000001,1283.4,25.0
C0005,464278.7044,2725.52,16.0
C0041,555025.0,4470.0,36.0
C0015,745114.2400000001,3452.8,16.0
C0087,173622.2224,3333.44,64.0
C0088,130111.70409999999,2164.2599999999998,36.0
C0061,435270.0625,3298.75,25.0
C0050,139457.4336,2240.64,36.0
C0090,628706.2681,6343.28,64.0
C0030,81436.0369,1712.22,36.0
C0025,51760.80009999999,1592.57,49.0
C0025,736593.0625,6007.75,49.0
C0054,285968.2576,2673.8,25.0
C0010,22105.742400000003,1040.76,49.0
C0077,272431.80250000005,1043.9,4.0
C0041,101079.48490000001,2225.51,49.0
C0023,529751.0656000001,3639.2000000000003,25.0
C0084,12952.7161,796.6700000000001,49.0
C0050,1835.2656000000004,42.84,1.0
C0085,22473.0081,749.55,25.0
C0014,636293.3823999999,7179.12,81.0
C0028,324957.00249999994,3420.2999999999997,36.0
C0014,760244.4863999999,6975.36,64.0
C0020,10251.5625,506.25,25.0
C0069,622789.2888999999,4735.0199999999995,36.0
C0065,825953.7924,908.82,1.0
C0053,115212.7249,1357.72,16.0
C0004,50481.1024,224.68,1.0
C0026,21339.366400000003,1168.64,64.0
C0002,254722.09,1009.4,4.0
C0091,109739.81289999999,662.54,4.0
C0084,695122.3876,1667.48,4.0
C0068,770690.8521,4389.45,25.0
C0049,255459.4849,3032.58,36.0
C0006,385144.36000000004,2482.4,16.0
C0033,79761.05640000002,1976.94,49.0
C0059,785439.0625,5317.5,36.0
C0062,808398.7921000001,2697.33,9.0
C0084,196958.44,443.8,1.0
C0008,936811.0521,8711.01,81.0
C0011,456381.31359999994,675.56,1.0
C0066,671760.5521,3278.44,16.0
C0090,7649.251599999999,174.92,4.0
C0039,970284.1009,3940.12,16.0
C0075,42217.9209,1849.23,81.0
C0053,2885.8384,322.32,36.0
C0019,109733.18759999999,2318.8199999999997,49.0
C0090,249540.2116,2497.7000000000003,25.0
C0017,923655.5449000001,4805.35,25.0
C0061,12875.4409,340.40999999999997,9.0
C0023,428618.99610000005,5237.52,64.0
C0027,42123.4576,820.96,16.0
C0096,85755.26559999998,1757.04,36.0
C0064,972472.0996,986.14,1.0
C0016,220420.86010000002,2816.94,36.0
C0012,536014.3369,2928.52,16.0
C0078,154692.7561,1966.55,25.0
C0027,148163.4064,1539.68,16.0
C0088,26941.939599999994,328.28,4.0
C0021,258846.9129,2035.08,16.0
C0037,9099.2521,381.56,16.0
C0026,567099.3635999999,6024.48,64.0
C0055,984.0769,282.33,81.0
C0060,714312.3289,5071.0199999999995,36.0
C0085,598333.1904,6188.16,64.0
C0009,165771.12249999997,1628.6,16.0
C0074,1311.8883999999998,325.98,81.0
C0091,619101.4489000001,4720.9800000000005,36.0
C0018,51606.2089,1135.85,25.0
C0029,21611.940099999996,1029.07,49.0
C0089,118452.98890000001,2753.36,64.0
C0097,190523.5201,872.98,4.0
C0010,76895.29000000001,1663.8000000000002,36.0
C0013,48035.4889,876.68,16.0
C0060,189190.20159999997,869.92,4.0
C0073,643316.2849000001,4812.42,36.0
C0007,31417.5625,1595.25,81.0
C0038,610445.3160999999,781.31,1.0
C0085,568938.3184,2262.84,9.0
C0018,965797.5625,5896.5,36.0
C0057,123011.5329,1052.19,9.0
C0003,30849.409599999995,351.28,4.0
C0024,74774.9025,820.3499999999999,9.0
C0014,534814.3160999999,2925.24,16.0
C0065,226223.8969,2853.7799999999997,36.0
C0017,43898.6304,1257.1200000000001,36.0
C0026,62575.02250000001,2001.2,64.0
C0050,876938.6025,3745.8,16.0
C0017,662612.2801,5698.07,49.0
C0007,15438.0625,248.5,4.0
C0050,370941.90249999997,4263.349999999999,49.0
C0082,696306.8025000001,4172.25,25.0
C0095,280380.8401,529.51,1.0
